Ömerli,Darlık,Elmalı,Terkos,Alibey,Büyükçekmece,Sazlıdere,Kazandere,Pabuçdere,Istrancalar
235371000,107500000,9600000,162241000,34143000,148943000,88730000,17424000,58500000,6231000
